代碼,商品,股本,產業,產業地位
6180,橘子,17.55,上櫃文化創意,台灣第2大遊戲軟體開發與營運商
6182,合晶,51.09,"上櫃電子全部,上櫃半導體",台灣6吋及8吋矽晶圓製造商
6183,關貿,15.00,"上市電子全部,上市資訊服務",財政部貿易通關平台業者
6184,大豐電,15.82,上市其他,新北市板橋土城地區有線電視業者
6185,幃翔,14.99,"上櫃電子全部,上櫃電子零組件",BTB、快閃記憶卡類連接器生產廠
6186,新潤,13.00,上櫃建材營造,推案以台鐵、高鐵及捷運沿線為主之建商
6187,萬潤,8.33,"上櫃電子全部,上櫃其他電子",被動元件、封測暨光電產業設備廠商
6188,廣明,27.84,"上櫃電子全部,上櫃電腦及週邊設備",廣達集團旗下的硬碟產品公司
6189,豐藝,17.93,"上市電子全部,上市電子通路",台灣電子零組件代理商
6190,萬泰科,14.04,"上櫃電子全部,上櫃通信網路",主要生產網通、醫療、車用等市場應用的線材供應商
6191,精成科,51.55,"上市電子全部,上市電子零組件",瀚宇博轉投資印刷電路板暨組裝代工廠
6192,巨路,10.68,"上市電子全部,上市其他電子",程控與電子材料通路商
6194,育富,6.00,"上櫃電子全部,上櫃電子零組件",台灣印刷電路板製造業者
6195,詩肯,4.89,上櫃貿易百貨,台灣最大連鎖家具品牌通路商
6196,帆宣,18.73,"上市電子全部,上市其他電子",專注於半導體、面板設備及耗材之代理商
6197,佳必琪,12.21,"上市電子全部,上市電子零組件",手持裝置、卡類、網通用連接器廠
6198,凌泰,2.26,"上櫃電子全部,上櫃半導體",視訊暫存記憶體及訊號轉換IC設計廠商
6199,天品,6.18,上櫃其他,專營基督徒塔位銷售及殯葬服務
6201,亞弘電,8.92,"上市電子全部,上市其他電子",音訊及小家電ODM大廠
6202,盛群,22.62,"上市電子全部,上市半導體",全球MCU大廠
6203,海韻電,8.00,"上櫃電子全部,上櫃電子零組件",台灣以PC高階應用為主之交換式電源供應器廠商
6204,艾華,2.31,"上櫃電子全部,上櫃電子零組件",電腦週邊及音響用之可變電阻器廠商
6205,詮欣,7.20,"上市電子全部,上市電子零組件",專業連接器及連接線廠商
6206,飛捷,14.31,"上市電子全部,上市電腦及週邊設備",台灣最大、全球前三大POS專業代工廠
6207,雷科,8.39,"上櫃電子全部,上櫃電子零組件",台灣最大被動元件紙帶包材供應商
6208,日揚,11.69,"上櫃電子全部,上櫃電子零組件",台灣最大製程設備真空元件供應商
6209,今國光,16.31,"上市電子全部,上市光電",台灣光學鏡片、鏡頭製造商
6210,慶生,3.50,"上櫃電子全部,上櫃電子零組件",台灣中小型的多層PCB廠
6212,理銘,10.20,上櫃建材營造,轉型為於新竹地區推案之建商
6213,聯茂,33.30,"上市電子全部,上市電子零組件",全球前十大銅箔基板廠之一
6214,精誠,26.94,"上市電子全部,上市資訊服務",金融服務、科技整合及加值服務系統業者
6215,和椿,8.28,"上市電子全部,上市其他電子",專業的自動化設備零組件、光電製程之工業製造商
6216,居易,8.71,"上市電子全部,上市通信網路",以DrayTek自有品牌行銷寬頻接取網通設備廠商
6217,中探針,6.59,"上櫃電子全部,上櫃電子零組件",台灣第一家探針及探針式連接器製造廠
6218,豪勉,6.43,"上櫃電子全部,上櫃通信網路",主要從事通訊網路系統整合服務與半導體封測設備代理銷售及安裝、維修
6219,富旺,15.40,上櫃建材營造,以台中為核心擴展至全省跨區經營的建商
6220,岳豐,13.20,"上櫃電子全部,上櫃電子零組件",主要生產區域網路線材，並延伸至終端產品生產廠商
6221,晉泰,5.10,"上櫃電子全部,上櫃資訊服務",電子商務系統整合廠商
6222,上揚,4.06,"上櫃電子全部,上櫃光電",轉型為LED照明產品及小家電事業
6223,旺矽,9.30,"上櫃電子全部,上櫃半導體",全球第一大懸臂式探針卡廠
6224,聚鼎,8.47,"上市電子全部,上市電子零組件",全球第二大PPTC保護元件大廠
6225,天瀚,12.71,"上市電子全部,上市光電",以自有品牌行銷DSC及DV等產品廠商
6226,光鼎,11.50,"上市電子全部,上市光電",專注於LED照明市場之封裝業者
6227,茂綸,7.61,"上櫃電子全部,上櫃電子通路",台灣唯一代理Altair產品線的IC通路商
6228,全譜,4.00,"上櫃電子全部,上櫃電腦及週邊設備",台灣底片掃瞄器及生物研究影像設備製造廠
6229,研通,3.56,"上櫃電子全部,上櫃半導體",台灣消費性IC韌體設計領導廠商
6230,尼得科超眾,8.63,"上市電子全部,上市電腦及週邊設備",台灣最大NB散熱模組製造商
6231,系微,3.80,"上櫃電子全部,上櫃資訊服務",NB及IA產品的BIOS廠商
6233,旺玖,7.96,"上櫃電子全部,上櫃半導體",USB控制IC設計廠商，並切入MEMS領域
6234,高僑,10.04,"上櫃電子全部,上櫃光電",經營自動化設備及PCB微型鑽頭的公司
6235,華孚,17.01,"上市電子全部,上市電腦及週邊設備",以NB外殼為主的鎂合金廠
6236,康呈,3.17,上櫃其他,轉型以醫美、生物科技及預防醫學為核心的公司
6237,驊訊,8.01,"上櫃電子全部,上櫃半導體",全球前三大音效晶片設計廠商
6239,力成,77.91,"上市電子全部,上市半導體",全球前五大封測廠
6240,松崗,2.29,上櫃其他,台灣資訊圖書與商用軟體代理公司
6241,易通展,2.37,"上櫃電子全部,上櫃通信網路",企業級及電信級無線網路通訊產品代工廠
6242,立康,2.22,上櫃生技醫療,中草藥生產及經營觀光工廠之廠商
6243,迅杰,7.50,"上市電子全部,上市半導體",全球第二大鍵盤控制IC設計供應商
6244,茂迪,35.50,"上櫃電子全部,上櫃光電",全球前十大太陽能電池廠
6245,立端,11.82,"上櫃電子全部,上櫃通信網路",專攻網路安全設備廠商
6246,臺龍,3.33,"上櫃電子全部,上櫃光電",中小尺寸背光模組及LED燈條生產廠商
6247,淇譽電,6.03,"上櫃電子全部,上櫃其他電子",亞洲最大專業音響喇叭製造商
6248,沛波,3.07,上櫃鋼鐵,轉型鋼筋加工業務
6251,定穎,27.75,"上市電子全部,上市電子零組件",台灣專業多層印刷電路板製造廠
6257,矽格,44.33,"上市電子全部,上市半導體",RF及混合IC專業測試廠商
6259,百徽,1.55,"上櫃電子全部,上櫃電子零組件",主要代理電磁波防制元件和電源相關元件
6261,久元,12.85,"上櫃電子全部,上櫃半導體",專業半導體及光電產品切割、研磨、挑揀、測試代工廠
6263,普萊德,6.25,"上櫃電子全部,上櫃通信網路",以PLANET品牌行銷的網通設備廠
6264,富裔,11.64,上櫃建材營造,入主德士通，以雙北及基隆地區為主的營建公司
6265,方土昶,11.82,"上櫃電子全部,上櫃電子通路",IC零組件通路商，並跨足保健食品
6266,泰詠,9.89,"上櫃電子全部,上櫃電子零組件",台灣專業SMT加工及組裝測試廠商
6269,台郡,36.12,"上市電子全部,上市電子零組件",台灣前三大軟板廠之一
6270,倍微,7.21,"上櫃電子全部,上櫃電子通路",台灣最大編碼型快閃記憶體(Nor Flash)通路商
6271,同欣電,17.87,"上市電子全部,上市半導體",台灣最大LED陶瓷基板廠
6274,台燿,26.80,"上櫃電子全部,上櫃電子零組件",台灣前五大銅箔基板廠之一
6275,元山,6.98,"上櫃電子全部,上櫃電子零組件",以小家電起家，並跨入交直流無刷馬達散熱風扇廠商
6276,安鈦克,3.28,"上櫃電子全部,上櫃電腦及週邊設備",產品主要應用於DIY PC之電源供應器與機殼廠
6277,宏正,11.95,"上市電子全部,上市電腦及週邊設備",全球最大KVM製造商
6278,台表科,29.24,"上市電子全部,上市光電",全球最大光電產品之SMT代工廠
6279,胡連,9.97,"上櫃電子全部,上櫃電子零組件",兩岸最大汽車端子製造商
6281,全國電,9.92,"上市電子全部,上市電子通路",台灣知名家電與3C通路賣場
6282,康舒,51.66,"上市電子全部,上市電子零組件",金仁寶集團旗下電源供應器廠，全球排名前十大、台灣前三大
6283,淳安,14.79,"上市電子全部,上市其他電子",鍵盤導電薄膜與導電薄膜製造商
6284,佳邦,14.02,"上櫃電子全部,上櫃電子零組件",電子保護元件及天線產品之領導廠商
6285,啟碁,39.74,"上市電子全部,上市通信網路",緯創轉投資無線、衛星通訊產品大廠
6287,元隆,43.81,"上櫃電子全部,上櫃半導體",台灣功率半導體及類比IC晶圓代工廠
6288,聯嘉,19.52,上市汽車,台灣車用LED模組及元件廠
6289,華上,10.48,"上市電子全部,上市光電",台灣LED晶粒及磊晶片大廠，LD產能僅次日本廠商
6290,良維,14.78,"上櫃電子全部,上櫃電子零組件",全球最大的TV電源供應商
6291,沛亨,2.70,"上櫃電子全部,上櫃半導體",台灣老牌電源管理IC業者
6292,迅德,4.69,"上櫃電子全部,上櫃電子零組件",專注生產工業用變壓器產品之廠商
6294,智基,2.34,上櫃文化創意,以公職、技術人員、研究所入學考試為主補教業者
6404,通訊-KY,3.74,"上櫃電子全部,上櫃資訊服務",大陸手機應用及遊戲軟體平台通路商
6405,悅城,6.58,"上市電子全部,上市光電",台灣光電玻璃薄化加工大廠
6409,旭隼,8.74,"上市電子全部,上市其他電子",台灣UPS及PV Inverter之ODM製造廠商
6411,晶焱,9.11,"上櫃電子全部,上櫃半導體",台灣首家靜電放電防護IC設計公司
6412,群電,39.21,"上市電子全部,上市電子零組件",群光轉投資，台灣前三大PC電源供應器廠
6414,樺漢,9.68,"上市電子全部,上市電腦及週邊設備",鴻海轉投資之工業電腦廠
6415,矽力-KY,9.34,"上市電子全部,上市半導體",大陸電源管理晶片大廠
6416,瑞祺電通,7.32,"上市電子全部,上市通信網路",台灣網通資安設備龍頭大廠
6417,韋僑,3.56,"上櫃電子全部,上櫃通信網路",台灣RFID Tag製造商
6418,詠昇,3.45,"上櫃電子全部,上櫃電子零組件",PC、TV、NB、3C用連接器生產廠
6419,京晨科,1.32,"上櫃電子全部,上櫃光電",台灣網路視訊監控系統商
6425,易發,4.36,上櫃電機機械,深耕面板相關製程設備，並跨足半導體及動力電池設備之廠商
6426,統新,3.85,"上市電子全部,上市通信網路",南寶樹脂旗下光通訊元件濾光片廠商
6431,光麗-KY,5.04,"上市電子全部,上市光電",專業經營保護外蓋加工及保護鏡片
6432,今展科,3.01,"上櫃電子全部,上櫃電子零組件",全球知名TV控制板電感供應商
6435,大中,3.33,"上櫃電子全部,上櫃半導體",茂達旗下功率半導體元件及HV IC設計公司
6438,迅得,6.23,"上市電子全部,上市其他電子",主要為PCB相關之自動化設備供應商
6441,廣錠,3.86,"上櫃電子全部,上櫃電腦及週邊設備",廣積旗下博奕機台製造商
6442,光聖,6.93,"上市電子全部,上市通信網路",光纖主被動元件及高頻連接器製造商
6443,元晶,44.58,"上市電子全部,上市光電",遠雄轉投資太陽能電池廠商
6446,藥華藥,26.35,上櫃生技醫療,罕見真性紅血球增生症藥物研發廠商
6449,鈺邦,8.90,"上市電子全部,上市電子零組件",全台最大及全球前三大固態電容廠
6451,訊芯-KY,10.75,"上市電子全部,上市半導體",鴻海旗下SiP模組封裝廠商
6456,GIS-KY,33.79,"上市電子全部,上市光電",鴻海集團旗下的觸控面板模組廠
6457,紘康,2.99,"上櫃電子全部,上櫃半導體",台灣MCU暨電池管理IC設計廠
6461,益得,10.07,上櫃生技醫療,健喬旗下哮喘定量噴霧吸入劑研發廠商
6462,神盾,7.08,"上櫃電子全部,上櫃半導體",宏碁轉投資的指紋辨識IC設計及資安軟體公司
6464,台數科,12.47,上市其他,台灣唯一由本土有線電視業者成立的多系統經營者
6465,威潤,3.30,"上櫃電子全部,上櫃通信網路",以自有品牌「ATrack」行銷衛星定位監控系統廠商
6469,大樹,6.18,上櫃生技醫療,醫藥品連鎖通路商，為全台最大婦幼處方藥局
6470,宇智,3.27,"上櫃電子全部,上櫃通信網路",台灣無線網路設備廠商
6472,保瑞,5.41,上櫃生技醫療,專注於改良劑型新藥研發公司
6477,安集,11.42,"上市電子全部,上市光電",台灣太陽能電池模組製造商
6482,弘煜科,1.71,上櫃文化創意,智冠、宇峻轉投資的網頁及手機遊戲廠
6485,點序,4.04,"上櫃電子全部,上櫃半導體",金士頓轉投資之快閃記憶體控制IC設計廠商
6486,互動,3.88,"上櫃電子全部,上櫃通信網路",仲琦旗下電信寬頻網路系統整合規劃廠商
6488,環球晶,43.73,"上櫃電子全部,上櫃半導體",全球第三大、台灣最大的矽晶圓廠商，從中美晶分割成立
6491,晶碩,7.00,"上市化學生技醫療,上市生技醫療",和碩轉投資之隱形眼鏡公司
6492,生華科,8.97,上櫃生技醫療,抗癌新藥及特殊原料藥研發廠商
6494,九齊,3.16,"上櫃電子全部,上櫃半導體",新唐轉投資的語音控制IC及MCU設計公司
6496,科懋,4.67,上櫃生技醫療,代理藥品及檢驗試劑，並開發解毒劑之公司
6499,益安,6.66,上櫃生技醫療,內視鏡、心導管及手術用侵入性設備研發廠商
6504,南六,7.26,上市其他,亞洲最大的水針不織布廠商
6505,台塑化,952.60,上市油電燃氣,台灣最大的民營輕油裂解廠
6506,雙邦,8.24,上櫃紡織纖維,塗佈貼合加工及特用化學原料供應商
6508,惠光,8.53,上櫃農業科技業,台灣第二大農藥及全球第三大地工膜廠商
6509,聚和,17.32,上櫃化工,全球第2大自黏便條紙商、知名造紙化學品廠
6510,精測,3.28,"上櫃電子全部,上櫃半導體",中華電信旗下晶圓測試介面板廠
6512,啟發電,2.50,"上櫃電子全部,上櫃其他電子",專業影音訊號延長器、分配器及處理器廠商
6514,芮特-KY,3.00,"上櫃電子全部,上櫃通信網路",昇達科旗下利基型天線公司
6515,穎崴,3.39,"上市電子全部,上市半導體",台灣晶圓檢測測試治具和探針卡廠
6516,勤崴國際,3.86,"上櫃電子全部,上櫃資訊服務",中華電旗下台灣最大圖資公司
6523,達爾膚,4.50,上櫃生技醫療,台灣第一大醫美品牌DR.WU
6525,捷敏-KY,12.90,"上市電子全部,上市半導體",全球前三大專業功率半導體封測企業
6527,明達醫,2.43,上櫃生技醫療,眼科診斷型儀器研發及組裝廠商
6530,創威,3.38,"上櫃電子全部,上櫃通信網路",主要生產熱插拔式及固定式光收發模組
6531,愛普,7.44,"上市電子全部,上市半導體",從事行動記憶體IC設計的公司
6532,瑞耘,3.61,"上櫃電子全部,上櫃半導體",半導體前段製程設備及零件供應商
6533,晶心科,4.27,"上市電子全部,上市半導體",聯發科旗下嵌入式微處理器核心IP設計公司
6535,順藥,15.10,上櫃生技醫療,晟德旗下新藥研發公司
6538,倉和,3.73,"上櫃電子全部,上櫃電子零組件",國內最大的太陽能精密網版廠
6541,泰福-KY,31.20,"上市化學生技醫療,上市生技醫療",免疫、癌症等領域生物相似藥及新藥研發
6542,隆中,4.20,上櫃文化創意,國內手機遊戲代理營運商
6547,高端疫苗,21.25,上櫃生技醫療,基亞旗下腸病毒及流感疫苗研發廠
6548,長科*,3.64,"上櫃電子全部,上櫃半導體",長華電材旗下之IC及光電用導線架大廠
6552,易華電,8.30,"上市電子全部,上市半導體",長華轉投資之面板驅動IC用高階軟性基板廠
6556,勝品,2.88,"上櫃電子全部,上櫃光電",由崇越電通分割所設立之專業監控攝影機製造商
6558,興能高,8.69,"上市電子全部,上市其他電子",以穿載式應用為主的鋰電池廠商
6560,欣普羅,1.81,"上櫃電子全部,上櫃光電",專業影像處理及軟硬體開發廠商
6561,是方,7.05,"上櫃電子全部,上櫃通信網路",中華電信轉投資第二類電信公司
6568,宏觀,2.57,"上櫃電子全部,上櫃半導體",全球前三大矽晶調諧器晶片供應商
6569,醫揚,2.75,上櫃生技醫療,研揚科技旗下之醫療用工業電腦公司
6570,維田,3.01,"上櫃電子全部,上櫃電腦及週邊設備",以嵌入式系統為主之工業電腦廠商
6573,虹揚-KY,8.05,"上市電子全部,上市半導體",二極體及橋式整流器製造商
6574,霈方,2.20,上櫃生技醫療,台灣保養品集團
6576,逸達,11.73,上櫃生技醫療,新劑型配方新藥研發廠
6577,勁豐,3.83,"上櫃電子全部,上櫃電腦及週邊設備",豐藝旗下之工業電腦公司
6578,達邦蛋白,3.01,上櫃農業科技業,亞洲唯一具有微生物醱酵技術的飼料廠商
6579,研揚,14.85,"上市電子全部,上市電腦及週邊設備",華碩旗下之工業電腦廠
6581,鋼聯,11.13,上市其他,亞洲最大電弧爐集塵灰之鋅資源回收廠
6582,申豐,10.62,上市橡膠,永豐餘旗下合成乳膠廠，全球前7大NBR乳膠廠
6588,東典光電,2.67,"上櫃電子全部,上櫃通信網路",東鹼旗下光通訊元件濾光片廠商
6589,台康生技,24.33,上櫃生技醫療,台灣生技藥品委託開發生產服務廠商
6590,普鴻,1.83,"上櫃電子全部,上櫃資訊服務",台灣金融支付加解密解決方案最大供應商
6591,動力-KY,3.41,"上市電子全部,上市電腦及週邊設備",電競PC散熱風扇供應商
6592,和潤企業,51.50,上市其他,和泰旗下車輛融資及租賃公司
6593,台灣銘板,2.02,"上櫃電子全部,上櫃資訊服務",專業信用卡製卡廠商
6594,展匯科,2.05,"上櫃電子全部,上櫃半導體",安國轉投資之USB控制IC設計公司
6596,寬宏藝術,3.00,上櫃文化創意,從事國內外演唱會、藝文活動之主辦與代理
6598,ABC-KY,8.17,"上市化學生技醫療,上市生技醫療",泛宏碁集團醫療檢測廠
6603,富強鑫,14.87,上櫃電機機械,台灣塑膠射出機領導廠商
6605,帝寶,16.58,上市汽車,主攻歐美AM市場之車燈製造商
6609,瀧澤科,7.25,上櫃電機機械,中日合資工具機生產廠商，以CNC車床為主
6612,奈米醫材,3.40,上櫃生技醫療,人工水晶體及其植入系統製造商
6613,朋億,3.39,"上櫃電子全部,上櫃其他電子",聖暉子公司，經營半導體自動化供應系統等業務
6615,慧智,2.13,上櫃生技醫療,台灣產前基因檢測產業龍頭
6616,特昇-KY,2.36,上櫃其他,馬來西亞前五大木製寢室傢俱公司
6624,萬年清,1.80,上櫃其他,從事工業用水與廢水處理之統包工程
6625,必應,4.49,上市其他,台灣最大的娛樂影音活動製作公司
6629,泰金-KY,3.56,上櫃其他,泰國家飾鑄件大廠
6640,均華,2.83,"上櫃電子全部,上櫃半導體",均豪子公司，從事半導體封裝設備的製造
6641,基士德-KY,3.40,上市其他,大陸水處理環保設備與技術服務綜合服務商
6642,富致,3.14,"上櫃電子全部,上櫃電子零組件",台灣PPTC自復式保險絲製造商
6643,M31,3.13,"上櫃電子全部,上櫃半導體",主攻高速傳輸的矽智材廠商
6649,台生材,3.35,上櫃生技醫療,主要從事泡沫式人工腦膜研發
6651,全宇昕,3.30,"上櫃電子全部,上櫃半導體",分離式半導體元件廠
6654,天正國際,3.33,"上櫃電子全部,上櫃其他電子",專業的被動元件後段自動化生產設備開發商
6655,科定,7.40,上市其他,主要從事木製板材之製造商
6661,威健生技,2.33,上櫃生技醫療,台灣第一家獲得生物晶片檢測雙認證之公司
6662,樂斯科,2.56,上櫃生技醫療,台灣知名實驗鼠繁殖中心
6664,群翊,5.50,"上櫃電子全部,上櫃電子零組件",專業的PCB及光電產業乾製程設備製造商
6666,羅麗芬-KY,4.74,"上市化學生技醫療,上市生技醫療",銷售以面部類為主的大陸美妝品牌公司
6667,信紘科,3.98,"上櫃電子全部,上櫃其他電子",高科技廠務工程及製程設備領域之專業廠商
6668,中揚光,6.83,"上市電子全部,上市光電",鴻海集團轉投資光學鏡片模具廠
6669,緯穎,17.48,"上市電子全部,上市電腦及週邊設備",緯創轉投資之大型雲端資料中心硬體供應商
6670,復盛應用,13.10,上市其他,全球最大之高爾夫球桿頭製造商
6671,三能-KY,6.08,上市其他,專業烘培器具製造商
6672,騰輝電子-KY,7.15,"上市電子全部,上市電子零組件",於大陸生產的台資銅箔基板廠
6674,鋐寶科技,6.70,"上市電子全部,上市通信網路",仁寶轉投資之Cable CPE廠商
6679,鈺太,4.22,"上櫃電子全部,上櫃半導體",台灣MEMS麥克風晶片龍頭
6680,鑫創電子,1.86,"上櫃電子全部,上櫃電腦及週邊設備",為智能交通車載電腦系統製造商
6683,雍智科技,2.71,"上櫃電子全部,上櫃半導體",全球排名第七、台灣第一的IC測試設備材料供應商
6690,安碁資訊,1.67,"上櫃電子全部,上櫃資訊服務",宏碁旗下資訊安全管理服務廠
6697,東捷資訊,2.73,"上櫃電子全部,上櫃資訊服務",東元旗下ERP整合規劃廠
6698,旭暉應材,6.64,"上市電子全部,上市其他電子",高精細金屬遮罩生產商
6703,軒郁,2.08,上櫃生技醫療,銷售以面膜為主的美妝品牌公司
6706,惠特,7.22,"上市電子全部,上市光電",鼎元旗下，全球LED點測設備龍頭
6712,長聖,6.16,上櫃生技醫療,專注於細胞療法新藥研發
6715,嘉基,5.70,"上市電子全部,上市電子零組件",嘉澤轉投資之高速連接線器廠商
6716,應廣,2.23,"上櫃電子全部,上櫃半導體",台灣散熱風扇微控制器最大廠
6727,亞泰金屬,2.10,"上櫃電子全部,上櫃電子零組件",為我國塗佈、含浸等生產設備製造廠
6728,上洋,2.30,上櫃貿易百貨,商用洗衣設備與家電產品代理商
6732,昇佳電子,4.89,"上櫃電子全部,上櫃半導體",矽創旗下以感測器為主的IC設計公司
6733,博晟生醫,10.16,上櫃生技醫療,晟德旗下生物性骨材研發廠
6741,91APP*-KY,6.03,上櫃電子商務,台灣知名虛實融合(OMO)新零售服務商
6743,安普新,12.20,"上市電子全部,上市其他電子",台灣音樂娛樂或電競用耳機製造商
6747,亨泰光,2.42,上櫃生技醫療,訂製型硬式隱形眼鏡、角膜塑型鏡供應商
6751,智聯服務,1.30,"上櫃電子全部,上櫃資訊服務",宏碁旗下IT規劃整合及服務廠
6752,叡揚,2.67,"上櫃電子全部,上櫃資訊服務",企業e化應用軟體開發與服務廠
6754,匯僑設計,6.60,上市其他,主要從事建築室內設計及裝潢裝修工程
6756,威鋒電子,6.75,"上市電子全部,上市半導體",威盛旗下之USB 3.0整合型晶片控制供應商
6762,達亞,2.07,上櫃生技醫療,益安旗下醫療器材及零組件代工廠
6767,台微醫,2.91,上櫃生技醫療,鐿鈦旗下脊椎融合手術產品供應商
6768,志強-KY,19.60,上市其他,足球鞋製造龍頭大廠
6776,展碁國際,8.16,"上市電子全部,上市電子通路",台灣第二大電子通路代理商
6781,AES-KY,8.54,"上市電子全部,上市電子零組件",新普轉投資之鋰電池模組製造商
6803,崑鼎,6.91,上櫃其他,隸屬中鼎集團，為台灣最大的廢棄物處理、焚化爐營運公司
7402,邑錡,2.37,"上櫃電子全部,上櫃光電",以「Brinno」為品牌之縮時攝影機供應商
7556,意德士,2.14,"上櫃電子全部,上櫃半導體",半導體設備耗材供應商
8011,台通,14.76,"上市電子全部,上市通信網路",鴻海轉投資光纖線纜與光纖被動元件製造商
8016,矽創,12.01,"上市電子全部,上市半導體",台灣感測元件及顯示屏驅動IC廠
8021,尖點,14.22,"上市電子全部,上市其他電子",全球前三大PCB鑽針生產商之一
8024,佑華,4.52,"上櫃電子全部,上櫃半導體",玩具語音IC與MCU生產商
8027,鈦昇,9.51,上櫃電機機械,專業於半導體、主機板、高階基板材料等設備廠商
8028,昇陽半導體,13.24,"上市電子全部,上市半導體",以再生晶圓起家並跨足綠色能源之廠商
8032,光菱,5.18,"上櫃電子全部,上櫃電子通路",瑞薩、三菱等日系原廠產品在台代理商
8033,雷虎,13.26,上市其他,全球前五大遙控模型玩具廠
8034,榮群,6.29,"上櫃電子全部,上櫃通信網路",台灣網路接取設備製造商
8038,長園科,5.98,"上櫃電子全部,上櫃電子零組件",氧化鋰鐵電池模組系統應用生產商
8039,台虹,20.91,"上市電子全部,上市電子零組件",全球前三大FCCL製造商
8040,九暘,6.93,"上櫃電子全部,上櫃半導體",台灣前二大乙太網路IC供應商
8042,金山電,12.57,"上櫃電子全部,上櫃電子零組件",MB、SPS、CRT用之鋁質電解電容器大廠
8043,蜜望實,7.99,"上櫃電子全部,上櫃電子零組件",太陽誘電在台MLCC代理商
8044,網家,11.83,上櫃電子商務,台灣最大的電子商務集團
8046,南電,64.62,"上市電子全部,上市電子零組件",全球最大覆晶載板(FC)廠商
8047,星雲,4.17,"上櫃電子全部,上櫃其他電子",世界知名的電腦割字機製造大廠
8048,德勝,5.29,"上櫃電子全部,上櫃通信網路",台灣光纖網路局端、用戶端設備製造商
8049,晶采,11.83,"上櫃電子全部,上櫃光電",台灣中小尺寸液晶模組廠
8050,廣積,17.71,"上櫃電子全部,上櫃電腦及週邊設備",以工業級嵌入式系統為主之工業電腦廠商
8054,安國,7.06,"上櫃電子全部,上櫃半導體",台灣USB介面裝置控制IC廠
8059,凱碩,18.86,"上櫃電子全部,上櫃通信網路",新金寶集團轉投資的Cable Modem廠
8064,東捷,16.48,"上櫃電子全部,上櫃光電",鴻海旗下群創光電關係密切的面板廠
8066,來思達,3.02,上櫃貿易百貨,擁有自有品牌之B2B傢俱商，為美國進口傢俱前五名廠商
8067,志旭,3.00,"上櫃電子全部,上櫃電子通路",主要代理及銷售儲存媒體、多媒體及電腦系統產品等
8068,全達,6.87,"上櫃電子全部,上櫃電子通路",威盛旗下IC零組件通路商
8069,元太,114.05,"上櫃電子全部,上櫃光電",全球電子紙龍頭廠
8070,長華*,6.82,"上市電子全部,上市電子通路",IC封裝材料、設備通路商及背光模組材料製造銷售商
8071,能率網通,5.19,"上櫃電子全部,上櫃電子零組件",轉型從事事務機零件製造業務
8072,陞泰,8.00,"上市電子全部,上市電子通路",台灣最大DVR安控系統廠商
8074,鉅橡,8.71,"上櫃電子全部,上櫃電子零組件",全球最大PCB墊板供應商
8076,伍豐,27.75,"上櫃電子全部,上櫃電腦及週邊設備",跨入博奕產業之台灣POS專業廠商
8077,洛碁,10.97,上櫃觀光,轉型為飯店經營
8081,致新,8.62,"上市電子全部,上市半導體",台灣前三大類比IC設計公司
8083,瑞穎,3.51,上櫃電機機械,台灣軸承製造商，主要應用於車庫門、手推車等
8084,巨虹,6.95,"上櫃電子全部,上櫃電子通路",記憶卡為主營收項，並轉型為手機資安系統設計商
8085,福華,15.73,"上櫃電子全部,上櫃其他電子",華映旗下的背光板廠
8086,宏捷科,19.97,"上櫃電子全部,上櫃半導體",全球前三大砷化鎵晶圓代工廠
8087,華鎂鑫,2.91,"上櫃電子全部,上櫃光電",台灣專業碟片預錄廠
8088,品安,6.09,"上櫃電子全部,上櫃半導體",金士頓轉投資DRAM模組廠
8089,康全電訊,5.72,"上櫃電子全部,上櫃通信網路",訊舟轉投資網路通訊設備廠
8091,翔名,4.55,"上櫃電子全部,上櫃電子零組件",台灣半導體離子植入機之關鍵零件最大供應商
8092,建暐,3.89,"上櫃電子全部,上櫃其他電子",IC封裝模具及量測儀器廠製造商
8093,保銳,6.42,"上櫃電子全部,上櫃電子零組件",主攻高階DIY市場且經營自有品牌之電源與電腦週邊廠
8096,擎亞,14.24,"上櫃電子全部,上櫃電子通路",為韓國三星在台灣IC設計服務之主要合作夥伴
8097,常珵,3.07,"上櫃電子全部,上櫃通信網路",公司轉型為無線通訊、物聯網產品周邊及配件製造商
8099,大世科,8.86,"上櫃電子全部,上櫃資訊服務",大同旗下資訊通信系統整合廠商
8101,華冠,20.81,"上市電子全部,上市通信網路",華宇集團旗下手機ODM代工廠
8103,瀚荃,7.90,"上市電子全部,上市電子零組件",全球最大PC及TV背光模組之電源供應器連接器供應商
8104,錸寶,6.80,"上市電子全部,上市光電",錸德轉投資的全球PMOLED龍頭廠商
8105,凌巨,44.15,"上市電子全部,上市光電",凸版集團的子公司，主要提供利基型顯示模組
8107,大億金茂,7.50,上櫃電機機械,屬大億集團，轉型為汽車零組件供應商
8109,博大,7.26,"上櫃電子全部,上櫃電子零組件",台灣專攻工業與通訊應用之利基型電源廠
8110,華東,52.17,"上市電子全部,上市半導體",華新集團旗下、東芝轉投資之封測廠
8111,立碁,10.91,"上櫃電子全部,上櫃光電",台灣LED元件生產商及封裝大廠
8112,至上,42.85,"上市電子全部,上市電子通路",主要代理品牌以Samsung為主之IC通路商
8114,振樺電,7.49,"上市電子全部,上市電腦及週邊設備",台灣前三大POS廠
8121,越峰,18.30,"上櫃電子全部,上櫃電子零組件",台聚旗下、台灣最大錳鋅系列鐵芯等電感類製造廠
